BR	Carnaval	12	2	2024	0	0
BR	Carnaval	13	2	2024	0	0
BR	Sexta-feira Santa	29	3	2024	0	0
BR	Pascoa	31	3	2024	0	0
BR	Tiradentes	21	4	2024	0	0
BR	Dia do Trabalho	1	5	2024	0	0
BR	Corpus Cristi	30	5	2024	0	0
BR	Dia da Independência	7	9	2024	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2024	0	0
BR	Finados	2	11	2024	0	0
BR	Proclamação da República	15	11	2024	0	0
BR	Natal	25	12	2024	0	0
BR	Confraternização Universal	1	1	2025	0	0
BR	Carnaval	3	3	2025	0	0
BR	Carnaval	4	3	2025	0	0
BR	Sexta-feira Santa	18	4	2025	0	0
BR	Pascoa	20	4	2025	0	0
BR	Tiradentes	21	4	2025	0	0
BR	Dia do Trabalho	1	5	2025	0	0
BR	Corpus Cristi	19	6	2025	0	0
BR	Dia da Independência	7	9	2025	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2025	0	0
BR	Finados	2	11	2025	0	0
BR	Proclamação da República	15	11	2025	0	0
BR	Natal	25	12	2025	0	0
BR	Confraternização Universal	1	1	2026	0	0
BR	Carnaval	16	2	2026	0	0
BR	Carnaval	17	2	2026	0	0
BR	Sexta-feira Santa	3	4	2026	0	0
BR	Pascoa	5	4	2026	0	0
BR	Tiradentes	21	4	2026	0	0
BR	Dia do Trabalho	1	5	2026	0	0
BR	Corpus Cristi	4	6	2026	0	0
BR	Dia da Independência	7	9	2026	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2026	0	0
BR	Finados	2	11	2026	0	0
BR	Proclamação da República	15	11	2026	0	0
BR	Natal	25	12	2026	0	0
BR	Confraternização Universal	1	1	2027	0	0
BR	Carnaval	8	2	2027	0	0
BR	Carnaval	9	2	2027	0	0
BR	Sexta-feira Santa	26	3	2027	0	0
BR	Pascoa	28	3	2027	0	0
BR	Tiradentes	21	4	2027	0	0
BR	Dia do Trabalho	1	5	2027	0	0
BR	Corpus Cristi	27	5	2027	0	0
BR	Dia da Independência	7	9	2027	0	0
BR	Dia de Nossa Senhora Aparecida	12	10	2027	0	0
BR	Finados	2	11	2027	0	0
BR	Proclamação da República	15	11	2027	0	0
BR	Natal	25	12	2027	0	0
